Gene	CTL_7	CTL_9	SLE_13	SLE_14	sh7278_1	sh7278_2	shNC_1	shNC_2	Symbol	Chr	GeneType	Description
ENSG00000211863.1	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAJ26	chr14	TR_J_gene	T cell receptor alpha joining 26
ENSG00000126226.21	10.04	5.01	2.9	11.54	33.49	36.31	32.87	37.22	PCID2	chr13	protein_coding	PCI domain containing 2
ENSG00000272950.1	0.25	0.0	0.64	0.14	0.04	0.07	0.0	0.05	RP11-307C18.1	chr7	antisense	--
ENSG00000260810.1	0.51	0.77	0.17	0.46	0.0	0.03	0.0	0.0	CTD-2547L24.4	chr14	lincRNA	--
ENSG00000109756.8	2.3	0.82	2.51	3.95	3.12	3.22	3.67	3.29	RAPGEF2	chr4	protein_coding	Rap guanine nucleotide exchange factor (GEF) 2
ENSG00000280756.1	0.14	0.61	0.16	0.32	0.08	0.0	0.0	0.11	Metazoa_SRP	chr12	misc_RNA	--
ENSG00000137462.6	13.01	10.76	57.42	35.74	0.0	0.0	0.0	0.0	TLR2	chr4	protein_coding	toll-like receptor 2
ENSG00000258411.2	0.0	0.0	1.49	0.0	0.0	0.0	0.0	0.0	RP11-804M7.2	chr14	processed_pseudogene	--
ENSG00000250802.6	0.06	0.03	0.01	0.02	0.45	0.5	0.67	0.62	ZBED3-AS1	chr5	antisense	ZBED3 antisense RNA 1
ENSG00000249125.1	0.0	0.07	0.08	0.0	0.0	0.0	0.0	0.0	RP11-381N20.2	chr4	lincRNA	--
ENSG00000269296.1	0.15	0.32	0.22	0.09	0.35	0.37	0.34	0.36	AC005614.3	chr19	antisense	--
ENSG00000227962.1	0.0	0.0	0.0	0.1	0.15	0.07	0.0	0.1	RP11-382D8.3	chr1	processed_pseudogene	--
ENSG00000277846.1	1.04	0.0	0.0	1.56	1.48	1.69	1.79	0.82	SNORD30	chr11	snoRNA	small nucleolar RNA, C/D box 30
ENSG00000272320.1	0.05	0.02	0.0	0.01	0.02	0.0	0.02	0.0	RP11-506K6.4	chr6	antisense	--
ENSG00000052802.12	3.51	2.52	1.59	4.62	42.73	52.63	41.36	49.6	MSMO1	chr4	protein_coding	methylsterol monooxygenase 1
ENSG00000254522.1	0.0	0.0	0.14	0.1	0.0	0.0	0.0	0.0	RP11-113K21.1	chr11	processed_pseudogene	--
ENSG00000225807.1	0.19	0.07	0.14	0.14	0.0	0.03	0.07	0.0	RP11-44M6.1	chr7	lincRNA	--
ENSG00000274275.1	9.04	24.25	5.27	7.14	0.0	0.12	0.0	0.0	RP11-326K13.5	chr18	sense_intronic	--
ENSG00000181333.11	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	HEPHL1	chr11	protein_coding	hephaestin-like 1
ENSG00000255339.6	49.56	52.6	33.43	54.38	84.75	74.56	79.1	76.91	RP11-411B6.6	chr10	protein_coding	--
ENSG00000099999.14	1.64	1.55	1.14	1.58	2.9	2.48	3.04	2.97	RNF215	chr22	protein_coding	ring finger protein 215
ENSG00000164008.13	6.63	7.25	5.29	6.86	10.09	9.59	9.22	10.19	C1orf50	chr1	protein_coding	chromosome 1 open reading frame 50
ENSG00000225528.1	3.35	4.92	1.87	2.27	1.11	1.29	1.22	1.36	RP3-370M22.8	chr22	sense_intronic	--
ENSG00000264539.1	3.82	0.0	0.0	2.4	0.36	1.04	0.73	0.5	MIR548AR	chr13	miRNA	microRNA 548ar
ENSG00000171017.10	0.01	0.01	0.0	0.01	1.5	1.13	1.56	1.29	LRRC8E	chr19	protein_coding	leucine rich repeat containing 8 family, member E
ENSG00000223459.5	0.02	0.03	0.0	0.02	1.16	0.84	0.98	1.07	TCAF1P1	chr7	unprocessed_pseudogene	TRPM8 channel-associated factor 1 pseudogene 1
ENSG00000229112.1	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	RP11-690C23.3	chr1	unprocessed_pseudogene	--
ENSG00000163909.7	0.03	0.01	0.02	0.01	2.13	1.71	2.16	2.18	HEYL	chr1	protein_coding	hes-related family bHLH transcription factor with YRPW motif-like
ENSG00000151882.11	1.01	0.74	0.45	0.85	0.02	0.03	0.01	0.04	CCL28	chr5	protein_coding	chemokine (C-C motif) ligand 28
ENSG00000135315.11	1.15	0.78	0.46	0.98	1.4	1.65	1.87	1.96	CEP162	chr6	protein_coding	centrosomal protein 162kDa
ENSG00000124787.13	1.68	0.98	0.34	1.58	9.27	12.04	9.35	9.96	RPP40	chr6	protein_coding	ribonuclease P/MRP 40kDa subunit
ENSG00000143768.11	0.02	0.0	0.04	0.02	0.0	0.0	0.0	0.0	LEFTY2	chr1	protein_coding	left-right determination factor 2
ENSG00000109519.12	11.72	8.66	11.54	12.28	31.47	31.11	29.57	31.7	GRPEL1	chr4	protein_coding	GrpE-like 1, mitochondrial (E. coli)
ENSG00000177311.10	3.0	0.74	0.39	3.29	0.05	0.06	0.1	0.1	ZBTB38	chr3	protein_coding	zinc finger and BTB domain containing 38
ENSG00000186153.16	1.35	1.51	0.62	1.73	11.35	11.12	11.44	11.02	WWOX	chr16	protein_coding	WW domain containing oxidoreductase
ENSG00000174804.3	0.01	0.01	0.03	0.04	0.0	0.02	0.02	0.01	FZD4	chr11	protein_coding	frizzled class receptor 4
ENSG00000171124.12	0.03	0.0	0.06	0.0	0.0	0.0	0.02	0.0	FUT3	chr19	protein_coding	fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group)
ENSG00000229156.1	0.19	0.0	0.11	0.0	0.16	0.21	0.11	0.53	RP11-250H24.2	chr9	processed_pseudogene	--
ENSG00000225864.1	0.7	1.44	1.4	1.54	0.42	0.28	0.19	0.29	HCG4P11	chr6	unprocessed_pseudogene	HLA complex group 4 pseudogene 11
ENSG00000257691.2	0.0	0.0	0.14	0.0	0.28	0.07	0.0	0.0	RP11-345J4.1	chr16	processed_pseudogene	--
ENSG00000235142.7	0.04	0.05	0.09	0.04	0.05	0.02	0.03	0.03	RP1-60O19.1	chr6	lincRNA	--
ENSG00000264281.3	0.47	0.0	0.0	0.35	0.0	0.25	0.0	0.0	CTD-2031P19.4	chr5	processed_pseudogene	--
ENSG00000256980.4	0.0	0.06	0.0	0.09	0.0	0.0	0.0	0.0	KHDC1L	chr6	protein_coding	KH homology domain containing 1-like
ENSG00000266589.1	1.88	7.02	3.18	0.35	0.27	0.0	0.54	0.37	MIR4512	chr15	miRNA	microRNA 4512
ENSG00000275142.1	0.18	0.49	0.93	0.28	0.0	0.0	0.0	0.0	RP5-999L4.2	chr20	lincRNA	--
ENSG00000261829.1	0.49	1.42	0.55	0.27	0.07	0.0	0.03	0.1	RP11-223I10.1	chr2	sense_overlapping	--
ENSG00000104059.4	0.0	0.01	0.0	0.0	0.06	0.04	0.06	0.07	FAM189A1	chr15	protein_coding	family with sequence similarity 189, member A1
ENSG00000124160.11	7.47	4.38	4.17	6.21	19.5	18.82	20.74	18.69	NCOA5	chr20	protein_coding	nuclear receptor coactivator 5
ENSG00000180867.10	0.77	0.69	0.14	0.85	0.38	0.6	0.53	0.57	PDIA3P1	chr1	processed_pseudogene	protein disulfide isomerase family A, member 3 pseudogene 1
ENSG00000273369.1	0.16	0.18	0.09	0.19	0.14	0.22	0.14	0.0	RP11-700J17.1	chr4	antisense	--
ENSG00000222583.1	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	RN7SKP222	chr3	misc_RNA	RNA, 7SK small nuclear pseudogene 222
ENSG00000240457.3	0.0	0.26	0.0	0.0	0.07	0.0	0.0	0.0	RN7SL472P	chr14	misc_RNA	RNA, 7SL, cytoplasmic 472, pseudogene
ENSG00000197465.13	0.12	0.23	0.19	0.1	0.0	0.0	0.0	0.0	GYPE	chr4	protein_coding	glycophorin E (MNS blood group)
ENSG00000249209.2	55.52	41.43	26.39	66.51	126.55	138.43	110.76	129.42	AP000304.12	chr21	protein_coding	--
ENSG00000168703.5	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	WFDC12	chr20	protein_coding	WAP four-disulfide core domain 12
ENSG00000184163.3	0.7	1.04	2.52	0.55	0.04	0.11	0.06	0.25	FAM132A	chr1	protein_coding	family with sequence similarity 132, member A
ENSG00000236086.4	0.0	0.0	0.0	0.0	0.24	0.08	0.0	0.22	HMGN2P28	chr6	processed_pseudogene	high mobility group nucleosomal binding domain 2 pseudogene 28
ENSG00000203326.9	1.14	0.72	0.23	0.54	0.93	1.31	1.12	1.15	ZNF525	chr19	protein_coding	zinc finger protein 525
ENSG00000255780.1	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	RP11-1029F8.1	chr12	processed_pseudogene	--
ENSG00000158796.16	17.17	15.1	22.36	19.49	13.91	13.78	16.46	15.52	DEDD	chr1	protein_coding	death effector domain containing
ENSG00000189186.10	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	DCAF8L2	chrX	protein_coding	DDB1 and CUL4 associated factor 8-like 2
ENSG00000199335.1	0.0	0.36	0.0	0.26	0.0	0.0	0.0	0.0	RNU6-204P	chr4	snRNA	RNA, U6 small nuclear 204, pseudogene
ENSG00000217094.2	0.07	0.16	0.0	0.06	0.13	0.24	0.21	0.17	PPIAP31	chr10	processed_pseudogene	peptidylprolyl isomerase A (cyclophilin A) pseudogene 31
ENSG00000146090.15	0.0	0.03	0.0	0.0	0.19	0.17	0.1	0.06	RASGEF1C	chr5	protein_coding	RasGEF domain family, member 1C
ENSG00000116176.6	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	TPSG1	chr16	protein_coding	tryptase gamma 1
ENSG00000213399.3	0.09	0.05	0.05	0.0	0.03	0.0	0.0	0.07	AC022210.2	chr2	processed_pseudogene	--
ENSG00000165916.8	31.27	44.87	23.09	45.46	189.73	168.48	177.91	176.93	PSMC3	chr11	protein_coding	proteasome (prosome, macropain) 26S subunit, ATPase, 3
ENSG00000249381.1	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	LINC00500	chr4	lincRNA	long intergenic non-protein coding RNA 500
ENSG00000163814.7	0.13	0.06	0.03	0.02	0.03	0.03	0.05	0.04	CDCP1	chr3	protein_coding	CUB domain containing protein 1
ENSG00000168591.15	17.75	16.6	41.57	19.2	5.94	5.32	5.73	5.44	TMUB2	chr17	protein_coding	transmembrane and ubiquitin-like domain containing 2
ENSG00000138028.14	0.06	0.04	0.06	0.02	0.74	0.76	0.62	0.61	CGREF1	chr2	protein_coding	cell growth regulator with EF-hand domain 1
ENSG00000198160.14	7.04	2.38	4.39	8.9	5.56	7.08	6.26	6.66	MIER1	chr1	protein_coding	mesoderm induction early response 1, transcriptional regulator
ENSG00000174021.10	82.51	59.54	176.04	134.59	98.96	87.49	95.34	88.79	GNG5	chr1	protein_coding	guanine nucleotide binding protein (G protein), gamma 5
ENSG00000243444.7	0.04	0.12	0.12	0.02	0.36	0.45	0.43	0.47	PALM2	chr9	protein_coding	paralemmin 2
ENSG00000248634.1	0.0	0.0	0.0	0.06	0.0	0.0	0.05	0.06	CTC-573M9.1	chr5	sense_intronic	--
ENSG00000217646.1	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	HIST1H2BPS2	chr6	processed_pseudogene	histone cluster 1, H2b, pseudogene 2
ENSG00000128191.13	4.91	4.42	1.81	4.92	12.06	11.02	12.76	11.01	DGCR8	chr22	protein_coding	DGCR8 microprocessor complex subunit
ENSG00000099769.5	0.11	0.13	0.17	0.03	0.0	0.02	0.07	0.06	IGFALS	chr16	protein_coding	insulin-like growth factor binding protein, acid labile subunit
ENSG00000164061.4	0.02	0.01	0.0	0.02	0.68	0.55	0.71	0.66	BSN	chr3	protein_coding	bassoon presynaptic cytomatrix protein
ENSG00000110429.13	3.66	1.46	1.39	3.57	1.42	1.43	1.32	1.38	FBXO3	chr11	protein_coding	F-box protein 3
ENSG00000120262.9	0.47	0.62	1.12	0.83	0.02	0.02	0.01	0.02	CCDC170	chr6	protein_coding	coiled-coil domain containing 170
ENSG00000249054.2	0.0	0.07	0.03	0.0	0.0	0.0	0.0	0.0	FAM138D	chr12	lincRNA	family with sequence similarity 138, member D
ENSG00000171385.9	0.09	0.05	0.02	0.01	0.0	0.01	0.0	0.0	KCND3	chr1	protein_coding	potassium channel, voltage gated Shal related subfamily D, member 3
ENSG00000144339.11	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.01	TMEFF2	chr2	protein_coding	transmembrane protein with EGF-like and two follistatin-like domains 2
ENSG00000261038.1	0.04	0.0	0.0	0.06	0.0	0.0	0.0	0.0	RP1-149C7.1	chr6	lincRNA	--
ENSG00000183570.16	0.27	1.11	2.19	0.3	0.88	0.69	1.02	1.06	PCBP3	chr21	protein_coding	poly(rC) binding protein 3
ENSG00000217236.1	0.0	0.0	0.0	0.0	1.38	1.31	1.27	1.29	SP9	chr2	protein_coding	Sp9 transcription factor
ENSG00000117010.15	1.34	0.75	0.61	2.44	1.5	2.04	1.81	2.15	ZNF684	chr1	protein_coding	zinc finger protein 684
ENSG00000233547.1	0.95	1.85	1.42	1.31	0.67	1.07	1.09	1.0	RP11-57H14.2	chr10	antisense	--
ENSG00000171827.10	0.92	0.71	0.2	0.62	1.36	1.87	2.15	2.04	ZNF570	chr19	protein_coding	zinc finger protein 570
ENSG00000017483.14	3.78	5.31	2.41	7.87	13.86	11.8	13.38	12.29	SLC38A5	chrX	protein_coding	solute carrier family 38, member 5
ENSG00000165178.9	33.96	80.71	321.61	117.46	0.0	0.0	0.0	0.0	NCF1C	chr7	unprocessed_pseudogene	neutrophil cytosolic factor 1C pseudogene
ENSG00000234835.1	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.04	PHBP13	chr13	processed_pseudogene	prohibitin pseudogene 13
ENSG00000224308.1	0.0	0.0	0.0	0.01	0.05	0.07	0.09	0.13	LINC01527	chr1	antisense	long intergenic non-protein coding RNA 1527
ENSG00000230212.6	0.0	0.09	0.0	0.0	0.0	0.05	0.0	0.0	AP000688.14	chr21	sense_intronic	--
ENSG00000197429.10	1.06	0.76	0.69	1.21	4.11	4.78	4.79	5.45	IPP	chr1	protein_coding	intracisternal A particle-promoted polypeptide
ENSG00000263660.1	0.42	0.9	0.95	0.32	0.48	0.23	0.24	0.0	AC087793.1	chr8	miRNA	--
ENSG00000248118.1	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	LINC01019	chr5	lincRNA	long intergenic non-protein coding RNA 1019
ENSG00000171396.11	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	KRTAP4-4	chr17	protein_coding	keratin associated protein 4-4
ENSG00000215467.2	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	RPL27AP	chr20	processed_pseudogene	ribosomal protein L27a pseudogene
ENSG00000278097.1	0.15	0.31	0.0	0.0	0.0	0.0	0.0	0.0	AC131056.5	chr17	lincRNA	--
ENSG00000212916.4	0.36	0.12	0.05	0.48	0.0	0.0	0.0	0.01	MAP10	chr1	protein_coding	microtubule-associated protein 10
ENSG00000126903.15	13.83	14.6	12.0	11.86	6.53	5.67	6.07	6.29	SLC10A3	chrX	protein_coding	solute carrier family 10, member 3
ENSG00000279757.1	0.24	0.08	0.0	0.0	0.0	0.0	0.0	0.0	CTD-2326C4.1	chr16	TEC	--
ENSG00000184811.3	0.0	0.02	0.0	0.02	0.29	0.18	0.21	0.22	TUSC5	chr17	protein_coding	tumor suppressor candidate 5
ENSG00000165204.3	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	OR1K1	chr9	protein_coding	olfactory receptor, family 1, subfamily K, member 1
ENSG00000100888.12	5.79	5.32	4.68	6.1	11.42	11.5	13.55	11.99	CHD8	chr14	protein_coding	chromodomain helicase DNA binding protein 8
ENSG00000273002.1	0.25	0.61	0.42	0.24	0.19	0.29	0.37	0.36	RP11-336K24.12	chr1	antisense	--
ENSG00000248801.6	0.0	0.02	0.0	0.02	0.0	0.0	0.0	0.0	C8orf34-AS1	chr8	antisense	C8orf34 antisense RNA 1
ENSG00000231443.2	0.0	0.0	0.0	0.0	0.0	0.02	0.02	0.05	AC024937.6	chr3	processed_pseudogene	--
ENSG00000223911.1	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	AC009480.3	chr2	antisense	--
ENSG00000130054.4	0.01	0.0	0.0	0.01	0.01	0.0	0.0	0.0	FAM155B	chrX	protein_coding	family with sequence similarity 155, member B
ENSG00000280707.2	0.07	0.0	0.08	0.03	0.02	0.0	0.02	0.0	RP11-568A7.4	chr6	lincRNA	--
ENSG00000259715.1	0.65	1.14	0.67	0.22	0.3	0.1	0.07	0.09	CTD-3110H11.1	chr15	lincRNA	--
ENSG00000242861.1	34.92	41.19	22.4	16.09	1.01	1.25	1.62	2.06	RP11-285F7.2	chr1	antisense	--
ENSG00000231064.5	0.04	0.02	0.02	0.02	0.16	0.13	0.21	0.21	RP11-263K19.4	chr1	antisense	--
ENSG00000171243.7	0.01	0.03	0.0	0.0	9.36	11.49	7.98	9.45	SOSTDC1	chr7	protein_coding	sclerostin domain containing 1
ENSG00000259805.1	0.05	0.2	0.05	0.07	0.0	0.0	0.0	0.0	RP11-382A20.5	chr15	antisense	--
ENSG00000112964.13	0.05	0.01	0.01	0.0	0.0	0.01	0.0	0.01	GHR	chr5	protein_coding	growth hormone receptor
ENSG00000259384.6	0.31	0.33	0.49	0.07	0.0	0.02	0.03	0.0	GH1	chr17	protein_coding	growth hormone 1
ENSG00000166689.14	0.16	0.14	0.11	0.12	3.9	3.68	3.82	3.75	PLEKHA7	chr11	protein_coding	pleckstrin homology domain containing, family A member 7
ENSG00000103479.14	37.74	7.41	7.5	30.76	8.34	9.7	9.38	9.56	RBL2	chr16	protein_coding	retinoblastoma-like 2
ENSG00000271725.1	0.15	0.24	0.34	0.06	0.35	0.12	0.31	0.24	RP11-761I4.4	chr15	3prime_overlapping_ncrna	--
ENSG00000174358.15	0.0	0.0	0.0	0.0	0.09	0.1	0.07	0.08	SLC6A19	chr5	protein_coding	solute carrier family 6 (neutral amino acid transporter), member 19
ENSG00000275343.1	0.11	0.36	0.0	0.17	0.0	0.0	0.0	0.0	RP11-323F24.4	chr15	sense_intronic	--
ENSG00000204149.9	7.4	4.92	3.37	4.75	4.5	4.99	4.92	4.56	AGAP6	chr10	protein_coding	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6
ENSG00000137707.13	0.0	0.0	0.0	0.0	0.04	0.07	0.01	0.0	BTG4	chr11	protein_coding	B-cell translocation gene 4
ENSG00000250669.1	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	RP11-83M16.3	chr5	processed_pseudogene	--
ENSG00000108557.17	1.7	0.99	0.6	1.34	9.63	7.8	10.07	8.15	RAI1	chr17	protein_coding	retinoic acid induced 1
ENSG00000228312.1	0.31	0.66	0.0	0.0	0.0	0.06	0.0	0.0	GAPDHP45	chr10	processed_pseudogene	glyceraldehyde 3 phosphate dehydrogenase pseudogene 45
ENSG00000082196.20	1.51	1.03	0.5	1.01	0.41	0.45	0.35	0.52	C1QTNF3	chr5	protein_coding	C1q and tumor necrosis factor related protein 3
ENSG00000204351.11	9.08	9.15	9.84	9.22	17.85	14.21	16.99	15.5	SKIV2L	chr6	protein_coding	superkiller viralicidic activity 2-like (S. cerevisiae)
ENSG00000171608.15	28.85	21.71	33.39	31.27	5.59	5.32	6.1	5.61	PIK3CD	chr1	protein_coding	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta
ENSG00000267871.5	0.51	0.98	1.38	0.42	0.49	0.75	0.7	1.09	CTC-444N24.6	chr19	antisense	--
ENSG00000263586.1	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.04	HID1-AS1	chr17	antisense	HID1 antisense RNA 1
ENSG00000198513.11	0.56	0.23	0.1	0.28	0.57	0.64	0.56	0.69	ATL1	chr14	protein_coding	atlastin GTPase 1
ENSG00000197889.9	0.12	0.37	0.0	0.26	0.2	0.19	0.23	0.23	MEIG1	chr10	protein_coding	meiosis/spermiogenesis associated 1
ENSG00000238069.1	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	RPLP0P7	chr2	processed_pseudogene	ribosomal protein, large, P0 pseudogene 7
ENSG00000123349.13	404.21	602.55	258.49	287.73	256.82	261.92	212.07	254.86	PFDN5	chr12	protein_coding	prefoldin subunit 5
ENSG00000151131.9	5.52	5.77	1.37	2.78	9.32	9.86	8.65	9.28	C12orf45	chr12	protein_coding	chromosome 12 open reading frame 45
ENSG00000266543.1	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	AC027811.1	chr15	miRNA	--
ENSG00000242430.3	1.73	4.97	3.0	0.6	0.08	0.14	0.0	0.21	RN7SL274P	chr16	misc_RNA	RNA, 7SL, cytoplasmic 274, pseudogene
ENSG00000107833.10	7.61	9.03	2.65	8.56	155.46	141.36	148.43	145.71	NPM3	chr10	protein_coding	nucleophosmin/nucleoplasmin 3
ENSG00000262652.1	0.49	0.46	0.34	0.09	0.24	0.53	0.6	0.34	RP13-638C3.2	chr17	sense_intronic	--
ENSG00000254612.2	0.1	0.0	0.0	0.04	0.0	0.0	0.11	0.0	RP11-676M6.1	chr11	processed_pseudogene	--
ENSG00000202343.1	1.61	4.87	6.35	0.2	0.31	0.44	0.77	0.0	SNORA2	chr6	snoRNA	--
ENSG00000124171.8	0.55	0.26	0.18	0.41	1.06	1.24	1.28	1.27	PARD6B	chr20	protein_coding	par-6 family cell polarity regulator beta
ENSG00000157827.19	0.5	0.22	0.19	0.21	1.71	2.12	2.09	1.94	FMNL2	chr2	protein_coding	formin-like 2
ENSG00000264256.1	0.74	3.94	1.67	0.0	0.0	0.0	0.0	0.0	AC025166.1	chr15	miRNA	--
ENSG00000273008.1	0.74	0.36	0.24	0.87	0.3	0.6	0.26	0.49	RP11-351D16.3	chr10	lincRNA	--
ENSG00000101608.12	286.29	178.05	321.73	350.51	101.77	103.94	90.56	103.07	MYL12A	chr18	protein_coding	myosin, light chain 12A, regulatory, non-sarcomeric
ENSG00000167984.16	12.87	8.95	1.61	9.6	3.51	3.55	3.91	3.57	NLRC3	chr16	protein_coding	NLR family, CARD domain containing 3
ENSG00000213071.10	0.85	0.59	0.05	0.28	0.12	0.21	0.15	0.17	LPAL2	chr6	transcribed_unprocessed_pseudogene	lipoprotein, Lp(a)-like 2, pseudogene
ENSG00000130939.18	4.76	3.11	4.27	4.52	7.84	7.12	8.96	8.04	UBE4B	chr1	protein_coding	ubiquitination factor E4B
ENSG00000169972.11	6.03	8.95	6.18	6.77	18.78	16.99	16.4	17.6	PUSL1	chr1	protein_coding	pseudouridylate synthase-like 1
ENSG00000121440.14	0.0	0.0	0.01	0.0	0.0	0.01	0.02	0.01	PDZRN3	chr3	protein_coding	PDZ domain containing ring finger 3
ENSG00000196569.11	0.1	0.06	0.0	0.04	0.02	0.03	0.02	0.01	LAMA2	chr6	protein_coding	laminin, alpha 2
ENSG00000264660.2	0.0	0.06	0.0	0.04	0.0	0.0	0.0	0.0	RP11-381P6.1	chr17	antisense	--
ENSG00000253334.1	0.0	0.0	0.09	0.06	0.0	0.04	0.04	0.0	RP13-923O23.6	chr8	antisense	--
ENSG00000229654.1	0.0	0.09	0.0	0.13	0.0	0.0	0.05	0.07	RP1-60O19.2	chr6	lincRNA	--
ENSG00000202347.1	0.44	0.71	1.74	0.0	0.25	0.24	0.13	0.17	RNU1-16P	chr13	snRNA	RNA, U1 small nuclear 16, pseudogene
ENSG00000180316.11	0.15	0.26	1.73	0.96	0.01	0.01	0.0	0.0	PNPLA1	chr6	protein_coding	patatin-like phospholipase domain containing 1
ENSG00000275765.4	1.08	1.22	0.56	1.26	1.06	0.94	0.76	0.73	RP11-54C4.3	chr5	protein_coding	--
ENSG00000185565.11	0.0	0.02	0.02	0.0	1.91	2.17	2.56	2.34	LSAMP	chr3	protein_coding	limbic system-associated membrane protein
ENSG00000173769.4	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.01	TOPAZ1	chr3	protein_coding	testis and ovary specific PAZ domain containing 1
ENSG00000237943.6	16.27	20.58	4.48	6.26	6.2	6.49	6.64	6.6	PRKCQ-AS1	chr10	processed_transcript	PRKCQ antisense RNA 1
ENSG00000212418.1	0.38	0.0	0.0	0.28	0.0	0.0	0.0	0.0	RNY4P36	chr17	misc_RNA	RNA, Ro-associated Y4 pseudogene 36
ENSG00000146555.18	0.03	0.01	0.05	0.02	0.0	0.0	0.01	0.0	SDK1	chr7	protein_coding	sidekick cell adhesion molecule 1
ENSG00000273584.1	0.07	0.14	0.07	0.0	0.04	0.0	0.0	0.05	RP11-861L17.4	chr18	sense_intronic	--
ENSG00000170903.10	1.25	0.6	0.4	1.71	5.32	7.29	5.99	6.98	MSANTD4	chr11	protein_coding	Myb/SANT-like DNA-binding domain containing 4 with coiled-coils
ENSG00000224074.3	0.05	0.05	0.07	0.01	0.0	0.01	0.0	0.0	LINC00691	chr3	lincRNA	long intergenic non-protein coding RNA 691
ENSG00000083520.14	3.44	3.39	2.23	3.74	4.5	6.41	5.2	6.44	DIS3	chr13	protein_coding	DIS3 exosome endoribonuclease and 3'-5' exoribonuclease
ENSG00000278389.1	0.24	0.26	0.0	0.06	0.0	0.0	0.0	0.0	RP11-626G11.6	chr16	lincRNA	--
ENSG00000158859.9	0.11	0.14	0.06	0.06	0.04	0.06	0.04	0.05	ADAMTS4	chr1	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif, 4
ENSG00000257582.5	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	LINC01475	chr10	lincRNA	long intergenic non-protein coding RNA 1475
ENSG00000008517.16	332.9	408.44	93.25	422.02	144.98	172.0	124.72	130.8	IL32	chr16	protein_coding	interleukin 32
ENSG00000260027.4	0.16	0.14	0.18	0.82	10.21	11.48	9.44	9.81	HOXB7	chr17	protein_coding	homeobox B7
ENSG00000267048.1	0.19	0.21	0.0	0.15	0.15	0.21	0.34	0.31	RP11-566K11.7	chr16	processed_transcript	--
ENSG00000266075.2	0.37	0.26	0.27	0.09	0.07	0.07	0.0	0.1	RN7SL574P	chr1	misc_RNA	RNA, 7SL, cytoplasmic 574, pseudogene
ENSG00000248791.1	0.2	0.03	0.57	0.08	0.0	0.03	0.0	0.0	CTD-2165H16.3	chr5	processed_pseudogene	--
ENSG00000236278.2	0.07	0.14	0.0	0.1	0.0	0.0	0.0	0.0	PEBP1P3	chr1	processed_pseudogene	phosphatidylethanolamine binding protein 1 pseudogene 3
ENSG00000198848.12	13.08	3.27	3.57	34.3	0.0	0.0	0.0	0.0	CES1	chr16	protein_coding	carboxylesterase 1
ENSG00000187527.10	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	ATP13A5	chr3	protein_coding	ATPase type 13A5
ENSG00000272033.1	0.21	0.08	0.09	0.29	0.14	0.1	0.11	0.06	RP11-52A20.2	chr1	sense_intronic	--
ENSG00000225854.2	0.73	1.01	0.0	0.0	0.0	0.0	0.0	0.0	RP11-569G9.7	chr1	processed_pseudogene	--
ENSG00000280105.1	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	RP11-334E15.1	chr2	TEC	--
ENSG00000168672.3	1.97	0.49	0.25	1.15	1.7	1.86	2.02	2.08	FAM84B	chr8	protein_coding	family with sequence similarity 84, member B
ENSG00000259407.1	0.26	0.28	0.17	0.23	0.26	0.35	0.54	0.24	RP11-158M2.3	chr15	antisense	--
ENSG00000255139.1	0.24	0.71	0.05	0.14	0.22	0.52	0.25	0.23	AP000442.1	chr11	antisense	--
ENSG00000187091.13	8.4	8.81	8.33	6.47	1.54	1.28	1.39	1.45	PLCD1	chr3	protein_coding	phospholipase C, delta 1
ENSG00000096093.14	1.11	0.77	0.67	0.85	0.75	0.87	0.82	0.93	EFHC1	chr6	protein_coding	EF-hand domain (C-terminal) containing 1
